Date;Price;Open;High;Low;Vol.;Change %
06/03/2021;6474.5;6460.0;6499.0;6327.0;1.96M;0.72%
06/02/2021;6428.0;6222.0;6430.0;6215.0;2.24M;3.51%
06/01/2021;6210.0;6021.0;6223.0;6017.0;2.08M;3.62%
05/31/2021;5993.0;5957.0;6010.5;5951.0;393.17K;0.64%
05/28/2021;5955.0;6012.0;6030.0;5936.0;734.31K;-0.62%
05/27/2021;5992.0;6000.0;6012.0;5915.0;1.61M;-0.41%
05/26/2021;6016.5;5923.0;6019.5;5918.0;1.17M;1.75%
05/25/2021;5913.0;5835.0;5975.5;5823.0;1.09M;1.63%
05/24/2021;5818.0;5831.5;5859.5;5774.0;572.35K;0.30%
05/21/2021;5800.5;5719.0;5852.0;5697.0;1.12M;1.57%
05/20/2021;5711.0;5855.0;5863.5;5681.0;1.35M;-2.58%
05/19/2021;5862.5;5969.0;5978.0;5767.5;1.73M;-2.19%
